,colony_id,cre.umol.mgprot,timepoint,Host_AFDW.mg.cm2,Sym_AFDW.mg.cm2,Host_DW.mg.cm2,Sym_DW.mg.cm2,chla.ug.cm2,chlc2.ug.cm2,prot_ug.cm2,surface.area.cm2,cells.cm2,Am,AQY,Rd,month,colony_id_corr,site,species,nutrient,site_code,mgprot,mgafdw,cells,cells.mgprot,cells.mgAFDW,chla.ug.mgprot,chla.ug.mgAFDW,chlc2.ug.mgprot,chlc2.ug.mgAFDW,prot_mg.cm2,prot_mg.mgafdw,cre.umol.mgafdw,cre.umol.cm2,chla.ug.cell,chlc2.ug.cell,Ratio_AFDW.mg.cm2,Total_Chl,Total_Chl_cell
75,ACR-351,NA,timepoint4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov-20,ACR-351,Hilton,Acropora,Medium,Hilton Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,ACR-363,NA,timepoint1,0.902221318,0.707249762,145.6571327,186.4527007,1.216444741,0.369161438,NA,31.38919403,464491.0598,1.348348395,0.002891352,0.543155512,Jan-20,ACR-363,Hilton,Acropora,Medium,Hilton Medium,NA,28.32,14580000,NA,514830.5085,NA,1.348277542,NA,0.409169492,NA,NA,NA,NA,2.62E-06,7.95E-07,0.439429929,1.757447034,3.41E-06
77,ACR-363,NA,timepoint2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mar-20,ACR-363,Hilton,Acropora,Medium,Hilton Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,ACR-363,NA,timepoint3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sep-20,ACR-363,Hilton,Acropora,Medium,Hilton Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,ACR-363,NA,timepoint4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov-20,ACR-363,Hilton,Acropora,Medium,Hilton Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,ACR-368,0.057637784,timepoint1,1.12038016,0.920312275,311.831523,392.407435,1.115582533,0.237416559,430.646492,17.49406201,898082.5095,0.963404136,0.002290263,0.32228804,Jan-20,ACR-368,Hilton,Acropora,Medium,Hilton Medium,7.533756435,19.6,15711111.11,2085428.597,801587.3016,2.590483269,0.995717857,0.551302665,0.211907143,0.430646492,0.384375328,0.022154542,0.02482151,1.24E-06,2.64E-07,0.450980392,1.207625,1.51E-06
81,ACR-368,0.269789032,timepoint2,0.773968119,0.505717805,132.0928142,174.0734809,1.183819419,0.569921979,234.748388,NA,740253.599,0.942176507,0.002079865,0.26800379,Mar-20,ACR-368,Hilton,Acropora,Medium,Hilton Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.234748388,NA,NA,NA,NA,NA,0.395189003,NA,NA
82,ACR-368,NA,timepoint4,0.660112308,0.580654345,41.86550183,53.82468028,0.414544417,0.121423992,201.1389039,NA,94534.60207,0.488615731,0.001251214,0.11478202,Nov-20,ACR-368,Hilton,Acropora,Medium,Hilton Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.201138904,NA,NA,NA,NA,NA,0.467980296,NA,NA
83,ACR-368,NA,timepoint3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sep-20,ACR-368,Hilton,Acropora,Medium,Hilton Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,ACR-374,0.106621042,timepoint1,0.807957515,0.679102221,125.5294337,160.7313068,0.851178018,0.342988413,415.9727812,28.71438112,563790.2772,0.972464644,0.001851839,0.586148357,Jan-20,ACR-374,Hilton,Acropora,Medium,Hilton Medium,11.94440097,23.2,16188888.89,1355353.77,697796.9349,2.046234889,1.053493534,0.824545326,0.424512931,0.415972781,0.51484487,0.054893296,0.044351451,1.51E-06,6.08E-07,0.456674473,1.478006466,2.12E-06
85,ACR-374,NA,timepoint2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mar-20,ACR-374,Hilton,Acropora,Medium,Hilton Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,ACR-374,NA,timepoint3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sep-20,ACR-374,Hilton,Acropora,Medium,Hilton Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,ACR-374,NA,timepoint4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov-20,ACR-374,Hilton,Acropora,Medium,Hilton Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,ACR-379,0.096672021,timepoint1,0.922331569,0.688546137,123.9536768,155.8189515,1.220326331,0.400311116,359.8530472,39.03151664,676447.6518,0.83104168,0.002684397,0.361153453,Jan-20,ACR-379,Hilton,Acropora,Medium,Hilton Medium,14.0456102,36,26402777.78,1879788.589,733410.4938,3.391179651,1.323088542,1.112429419,0.434020833,0.359853047,0.390155839,0.037717153,0.034787721,1.80E-06,5.92E-07,0.427435388,1.757109375,2.40E-06
89,ACR-379,NA,timepoint2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mar-20,ACR-379,Hilton,Acropora,Medium,Hilton Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,ACR-379,NA,timepoint3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sep-20,ACR-379,Hilton,Acropora,Medium,Hilton Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,ACR-379,NA,timepoint4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov-20,ACR-379,Hilton,Acropora,Medium,Hilton Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,ACR-389,0.094957809,timepoint1,0.898552238,0.582394969,348.326271,431.0762762,0.739853769,0.044653054,345.714555,24.03866919,363611.6738,1.003276685,0.003554886,0.511634302,Jan-20,ACR-389,Hilton,Acropora,Medium,Hilton Medium,8.310517823,21.6,8740740.741,1051768.485,404663.9232,2.140071218,0.823384259,0.129161627,0.049694444,0.345714555,0.384746195,0.036534656,0.032828297,2.03E-06,1.23E-07,0.393258427,0.873078704,2.16E-06
93,ACR-389,NA,timepoint4,1.537580112,0.778839599,62.10406139,84.38244416,0.916726869,0.404624759,273.506095,NA,288505.6365,0.710761252,0.002573439,0.271255254,Nov-20,ACR-389,Hilton,Acropora,Medium,Hilton Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.273506095,NA,NA,NA,NA,NA,0.336225597,NA,NA
94,ACR-389,NA,timepoint2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mar-20,ACR-389,Hilton,Acropora,Medium,Hilton Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,ACR-389,NA,timepoint3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sep-20,ACR-389,Hilton,Acropora,Medium,Hilton Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,ACR-390,0.104563474,timepoint1,0.822711791,0.547015818,163.2311115,204.261674,0.458576489,0.236757198,292.2586155,25.13638462,222696.2175,0.653579711,0.001445209,0.286895559,Jan-20,ACR-390,Hilton,Acropora,Medium,Hilton Medium,7.346324968,20.68,5597777.778,761983.4138,270685.5792,1.569077743,0.557396277,0.810094847,0.287776596,0.292258616,0.355238151,0.037144935,0.030559576,2.06E-06,1.06E-06,0.399361022,0.845172872,3.12E-06
97,ACR-390,NA,timepoint4,0.900715107,0.55307068,154.3380255,190.331597,0.823905441,0.59869111,295.7907268,NA,301555.2039,0.727212729,0.001599708,0.142400705,Nov-20,ACR-390,Hilton,Acropora,Medium,Hilton Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.295790727,NA,NA,NA,NA,NA,0.380434783,NA,NA
98,ACR-390,NA,timepoint2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mar-20,ACR-390,Hilton,Acropora,Medium,Hilton Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,ACR-390,NA,timepoint3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sep-20,ACR-390,Hilton,Acropora,Medium,Hilton Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
